12:40:00,150.593
12:40:20,150.587
12:40:40,150.58
12:41:00,150.573
12:41:20,150.566
12:41:40,150.558
12:42:00,150.549
12:42:20,150.539
12:42:40,150.529
12:43:00,150.518
12:43:20,150.506
12:43:40,150.493
12:44:00,150.479
12:44:20,150.464
12:44:40,150.447
12:45:00,150.429
12:45:20,150.41
12:45:40,150.389
12:46:00,150.367
12:46:20,150.343
12:46:40,150.317
12:47:00,150.29
12:47:20,150.261
12:47:40,150.231
12:48:00,150.199
12:48:20,150.165
12:48:40,150.13
12:49:00,150.095
12:49:20,150.058
12:49:40,150.021
12:50:00,149.984
12:50:20,149.947
12:50:40,149.91
12:51:00,149.874
12:51:20,149.839
12:51:40,149.806
12:52:00,149.773
12:52:20,149.742
12:52:40,149.713
12:53:00,149.686
12:53:20,149.66
12:53:40,149.635
12:54:00,149.613
12:54:20,149.592
12:54:40,149.572
12:55:00,149.554
12:55:20,149.538
12:55:40,149.522
12:56:00,149.508
12:56:20,149.495
12:56:40,149.482
12:57:00,149.471
12:57:20,149.461
12:57:40,149.451
12:58:00,149.442
12:58:20,149.434
12:58:40,149.426
12:59:00,149.419
12:59:20,149.412
12:59:40,149.406
13:00:00,149.4
13:00:20,149.395
13:00:40,149.39
13:01:00,149.386
13:01:20,149.381
13:01:40,149.377
13:02:00,149.373
13:02:20,149.37
13:02:40,149.367
13:03:00,149.363
13:03:20,149.36
13:03:40,149.358
13:04:00,149.355
13:04:20,149.353
13:04:40,149.35
13:05:00,149.348
13:05:20,149.346
13:05:40,149.344
13:06:00,149.342
13:06:20,149.34
13:06:40,149.339
13:07:00,149.337
13:07:20,149.336
13:07:40,149.334
13:08:00,149.333
13:08:20,149.331
13:08:40,149.33
13:09:00,149.329
13:09:20,149.328
13:09:40,149.327
13:10:00,149.326
13:10:20,149.325
13:10:40,149.324
13:11:00,149.323
13:11:20,149.322
13:11:40,149.321
13:12:00,149.321
13:12:20,149.32
13:12:40,149.319
13:13:00,149.318
13:13:20,149.318
13:13:40,149.317
13:14:00,149.316
13:14:20,149.316
13:14:40,149.315
13:15:00,149.315
